generation,condition,mean_fitness,std_fitness,median_fitness,max_fitness,min_fitness,n_alive_at_end,mean_birth_weight_norm,mean_death_weight_norm,mean_weight_delta_frobenius,mean_eta,std_eta,min_eta,max_eta,eta_fit_corr,mean_eta_top10,mean_eta_bot10,eta_top_bot_gap
0,EVO_ONLY,1.7919492997318685,1.0400475938659706,2.369816846145941,2.978499545605853,0.15846209431416347,85,11.294180857340494,11.294180857340494,0.0,0.04991822530825933,0.00199789688226399,0.04520341381430626,0.054554954171180725,0.08213730908613565,0.05055611009399096,0.049296439190705615,0.0012596709032853468
0,LEARN_ONLY,1.6805824824620907,1.0490042265706143,2.0626778706824362,2.9771827952691354,0.1872521104070454,71,11.277992000579834,10.93124584197998,6.678450895746549,0.05005084382990996,0.001775651029777577,0.04493752121925354,0.05437590181827545,-0.11635746770775444,0.050015448282162346,0.0506001316010952,-0.0005846833189328549
0,EVO_LEARN,1.4535191945070498,1.0589264711281026,0.7430726870255253,2.966429834103584,0.18027027455031028,58,11.282018737792969,10.860725351969402,6.160002618034681,0.05018692791461945,0.0016360563023370416,0.04682224616408348,0.05602991580963135,-0.03549442867138845,0.05035475889841715,0.050450649857521054,-9.589095910390172e-05
0,BASELINE,0.594207891636454,0.12457278811598851,0.6037853100113083,0.7678651718242231,0.14587423312165362,0,11.339641571044922,11.339641571044922,0.0,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0
1,EVO_ONLY,2.406912066011263,0.7149295620202438,2.7128529697538726,2.970490973956674,0.2941116428375244,115,11.252592391967774,11.252592391967774,0.0,0.05031223965187868,0.002127015561654574,0.045183856040239334,0.05411266162991524,0.07834170945114723,0.05046198119719823,0.050313506523768106,0.00014847467343012677
1,LEARN_ONLY,1.499303784441583,1.0542277433042917,0.7440054086022312,2.96839616023053,0.22247944686656929,59,11.266416912078858,10.856128718058269,6.430524769425392,0.04991581308345,0.0018993590852036386,0.04406633600592613,0.05517743527889252,-0.012492389949914584,0.05018825009465218,0.050243170311053596,-5.492021640141759e-05
1,EVO_LEARN,2.434633696092348,0.7419429217428298,2.75908645012451,2.9657555051957227,0.2498556590707137,121,11.338964646657308,11.075251541137696,9.127660586436589,0.0501179443548123,0.0015520947895949146,0.04688400775194168,0.05392306670546532,0.16992845576341814,0.050431143244107565,0.04940247933069865,0.001028663913408917
1,BASELINE,0.5608478035724054,0.11594165523875716,0.5286536574503415,0.7717377430665566,0.20123868646131504,0,11.339641571044922,11.339641571044922,0.0,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0
2,EVO_ONLY,2.6135226023673845,0.4381668959705234,2.729704739411548,2.9596605185703253,0.5878435643589116,134,11.210199673970541,11.210199673970541,0.0,0.050139370585481326,0.0021931268264858087,0.04514114558696747,0.054161012172698975,0.11145361303412578,0.05000166346629461,0.04953281804919243,0.00046884541710218164
2,LEARN_ONLY,1.5543163079244733,1.0659188801450523,0.7676221354217089,2.955721851932471,0.28571524472145193,63,11.242262007395427,10.87396935780843,6.30208333114783,0.05003191061317921,0.0018829993778038824,0.04543200135231018,0.054303281009197235,0.035764245437960834,0.05003477384646734,0.049387411773204805,0.0006473620732625335
2,EVO_LEARN,2.562528525151046,0.53499151975809,2.766575508190571,2.97126745098442,0.28303341865539555,129,11.328013032277426,11.121087385813395,9.744848588717481,0.05054472252726555,0.0016244526619850262,0.04688400775194168,0.05368196964263916,-0.11847171292929476,0.05039430260658264,0.05082523773113887,-0.0004309351245562268
2,BASELINE,0.5678129092840365,0.11326753840705485,0.5404111692908593,0.7649651134750698,0.29540398921285355,0,11.339641571044922,11.339641571044922,0.0,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0
3,EVO_ONLY,2.5226397674851584,0.5847149548285714,2.720482163569698,2.9636691115755607,0.3157054634392261,130,11.269097474416098,11.269097474416098,0.0,0.050101287687818206,0.0022460738565138806,0.04511424899101257,0.054192982614040375,-0.0021332357592683763,0.04939366256197294,0.049993850539127985,-0.0006001879771550464
3,LEARN_ONLY,1.6003788608405223,1.044011532073132,1.8053023708800764,2.9629265872668116,0.17473459925583523,67,11.220816370646158,10.961325906117757,6.731965404699246,0.050080136408408485,0.0016437715059613059,0.04626511037349701,0.05427033454179764,-0.12749329593049305,0.05013565892974536,0.050064733376105626,7.092555363973074e-05
3,EVO_LEARN,2.57075110367076,0.5319125696934278,2.7541426401906177,2.9723634275945807,0.30159494876861576,132,11.289527810414633,11.150546487172445,10.165636771122614,0.050260186418890955,0.0017495965150743692,0.04687182977795601,0.053632818162441254,-0.0019995792629121253,0.051017947991689044,0.050447553396224976,0.0005703945954640688
3,BASELINE,0.5612627135563207,0.12590545931545497,0.5220730991932419,0.9320387773497836,0.18906268261452883,0,11.339641571044922,11.339641571044922,0.0,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0,0.05307739973068237,0.05307739973068237,0.0
4,EVO_ONLY,2.5949611862357425,0.5308063083422446,2.7608503180464123,2.9655115712550066,0.3775731095888963,130,11.398373565673829,11.398373565673829,0.0,0.04988355393211047,0.001984522433159363,0.045192476361989975,0.054036952555179596,-0.036057155223138036,0.049897171556949615,0.05024543280402819,-0.00034826124707857536
4,LEARN_ONLY,1.374999987706416,1.0363401605655798,0.7179558344550909,2.9686888832863416,0.1872521104070454,53,11.284483369191488,10.864701913197836,5.886677121122678,0.050125977223118144,0.001961968080166812,0.04439892619848251,0.05566193163394928,-0.04812668819597426,0.04973135342200597,0.04899981121222178,0.0007315422097841917
