generation,condition,mean_fitness,std_fitness,median_fitness,max_fitness,min_fitness,n_alive_at_end,mean_birth_weight_norm,mean_death_weight_norm,mean_weight_delta_frobenius
0,EVO_ONLY,1.5439870544187217,1.0412538368750743,1.0941469750699202,2.9631462078273296,0.2775894319651522,72,11.205413506825765,11.205413506825765,0.0
0,LEARN_ONLY,1.6026817751120328,1.0514250276624901,1.4413036110482684,2.9602642554998395,0.26034333790640696,72,11.263803958892822,10.96121088663737,7.266528282960256
0,EVO_LEARN,1.4586998205851998,1.0202255128261122,0.7507602340928473,2.961905151439236,0.2671638927933487,63,11.281623102823893,10.954739424387613,6.970674201945464
0,BASELINE,0.5233932236928585,0.09284658742746194,0.4949999999999995,0.7676927545974487,0.24508067282067095,0,10.526885032653809,10.526885032653809,0.0
1,EVO_ONLY,2.58655495506496,0.6565967929364834,2.81186944494471,2.977053387403488,0.21859542877025284,137,11.214207986195882,11.214207986195882,0.0
1,LEARN_ONLY,1.612449697360606,1.0898630004109906,1.0279954214492648,2.9778924766778947,0.20216561304223424,72,11.315959148406982,10.98066198348999,7.051994837522507
1,EVO_LEARN,2.493838864366791,0.7137884100010253,2.7723061349455347,2.9754935223677017,0.3125452286408138,130,11.344995282491048,11.171514898935953,9.700226993958156
1,BASELINE,0.5270095032049479,0.10468226237127397,0.4949999999999995,0.7675817158541177,0.221704759775338,0,10.526885032653809,10.526885032653809,0.0
2,EVO_ONLY,2.6003372874845248,0.5426316710718859,2.8024829584258146,2.977178327560425,0.47468161732247005,128,11.13625701268514,11.13625701268514,0.0
2,LEARN_ONLY,1.6395743393946054,1.0039447583808263,1.9049684857879075,2.9704630982637408,0.29234135270118716,72,11.252053877512614,10.936401983896891,7.149174309770266
2,EVO_LEARN,2.5780596727338656,0.5731428393090755,2.8357542892355982,2.9768353694677354,0.501298895811141,131,11.488847961425781,11.235291029612224,10.741036779880524
2,BASELINE,0.5708329541043414,0.1106713398004233,0.5391826566283392,0.7586520058930667,0.22095782079433768,0,10.526885032653809,10.526885032653809,0.0
3,EVO_ONLY,2.7173346493547523,0.3861696534442022,2.841170001002709,2.9765754971722957,0.36432975232601167,147,10.97815533320109,10.97815533320109,0.0
3,LEARN_ONLY,1.560100223038393,1.0817585380180597,0.7449614438002952,2.9740564040022033,0.24755243509497868,71,11.313846066792806,10.969695885976156,7.224937311808268
3,EVO_LEARN,2.63189681154586,0.5430888846673073,2.8149027269130857,2.976934951941621,0.31345660240855067,138,11.423278776804606,11.235098559061687,10.712400765816371
3,BASELINE,0.5406735569752761,0.09706134730852,0.49565429192350857,0.7370079538247892,0.2696563424170017,0,10.526885032653809,10.526885032653809,0.0
4,EVO_ONLY,2.5561984066640346,0.5316811100431507,2.809684648811551,2.9726430920190126,0.5472374461517278,127,10.867090771993002,10.867090771993002,0.0
4,LEARN_ONLY,1.6854482774658486,1.0675049486155084,1.9768115862355065,2.9768091541528703,0.2707595577817068,77,11.245380058288575,10.969769458770752,7.473669768969218
4,EVO_LEARN,2.661308993969263,0.4505172962072126,2.8255637957243858,2.9762116882324223,0.5160524654630575,127,11.42136870066325,11.23629275639852,10.682052614688873
4,BASELINE,0.554049108715183,0.1102132012968479,0.5068316936431319,0.7447274083267145,0.24357856117317508,0,10.526885032653809,10.526885032653809,0.0
5,EVO_ONLY,2.7779406753615854,0.2535085276091898,2.824064966439204,2.9775976531385773,0.5306161674526001,148,10.686302897135416,10.686302897135416,0.0
5,LEARN_ONLY,1.6554652755339054,1.0956648754695653,1.7582176044337392,2.975192167123463,0.27219151468930836,75,11.327246990203857,10.971838417053222,7.23606393635273
5,EVO_LEARN,2.7346997537869497,0.3770103241168082,2.8499774645938025,2.977519960026228,0.34836529782840175,146,11.405328890482584,11.282400595347086,11.239628093242645
5,BASELINE,0.5142934285905565,0.10910426390875953,0.4949999999999995,0.7781662104673506,0.21204089197819112,0,10.526885032653809,10.526885032653809,0.0
6,EVO_ONLY,2.7541716615727543,0.4648277833807512,2.890579994468985,2.978218156933784,0.32141328200697894,145,10.797840092976887,10.797840092976887,0.0
6,LEARN_ONLY,1.87728743979878,1.120673962438793,2.630769335957715,2.974244566869736,0.34735712056358653,89,11.257860113779703,10.989713357289633,7.965743991136551
6,EVO_LEARN,2.817461760911233,0.2616839435981574,2.9080778679517874,2.975443871927262,0.8347945291911627,149,11.413481775919596,11.272717831929524,11.281916023095448
6,BASELINE,0.5444341924560294,0.11151732603685266,0.4996634245921563,0.7618245971918803,0.16621026381007628,0,10.526885032653809,10.526885032653809,0.0
7,EVO_ONLY,2.6796038074981774,0.4186667776424244,2.8053231566619443,2.9735475169199743,0.242034633678591,147,10.722531089782715,10.722531089782715,0.0
7,LEARN_ONLY,1.7637274370926859,1.0587139751609815,2.1712535602834655,2.973418291524981,0.3047326395487597,83,11.370763301849365,11.007946866353352,7.417248155524334
7,EVO_LEARN,2.712500543177626,0.42530639729217085,2.8572496670123853,2.975154852066795,0.5859079563233062,145,11.55580244700114,11.26875809987386,11.454704647858938
7,BASELINE,0.5517989455469917,0.1094817813767852,0.5166472031056499,0.7621031560670326,0.25982443891294954,0,10.526885032653809,10.526885032653809,0.0
8,EVO_ONLY,2.7812805492819628,0.3123344991971418,2.8605732759953946,2.974148470668551,0.44942305963175994,148,10.58146816889445,10.58146816889445,0.0
8,LEARN_ONLY,1.6319358800524117,1.0871134143920707,1.689365631175982,2.974404700810398,0.2328409743212333,76,11.277226753234864,10.995144386291503,7.305251862605413
8,EVO_LEARN,2.736998464705633,0.42323951661862047,2.884507410427405,2.9723305211804814,0.5482055800616703,144,11.48651714960734,11.276462917327882,11.52840388615926
8,BASELINE,0.5655810201151902,0.10376808939559681,0.5468295427537386,0.7714132228468953,0.269341749536357,0,10.526885032653809,10.526885032653809,0.0
9,EVO_ONLY,2.785275371776753,0.2915618512388496,2.8765681219544157,2.9690448982375983,0.7452479192412284,148,10.594092871348064,10.594092871348064,0.0
9,LEARN_ONLY,1.6616002623993948,1.0991726556360466,1.666770159272394,2.9680969695627812,0.21748860435276762,75,11.284141775767008,10.980068658192952,7.168260625998179
9,EVO_LEARN,2.7978309641531314,0.2777080655859689,2.8663939772133578,2.971703902722432,0.7790299336874725,148,11.52044319152832,11.294219557444254,11.917150078614553
9,BASELINE,0.5300414107726544,0.10278688159862787,0.4949999999999995,0.7712163125084285,0.22411374780588253,0,10.526885032653809,10.526885032653809,0.0
10,EVO_ONLY,2.825629917857058,0.2627015396776356,2.8871549272268386,2.9740452187955846,0.14586779832403415,149,10.584920698801676,10.584920698801676,0.0
10,LEARN_ONLY,1.7185938681430821,1.116065924933178,2.054776550102128,2.97185756268418,0.22833202020855717,81,11.165993111928303,10.980109786987304,7.716524900992711
10,EVO_LEARN,2.852801682617114,0.14117209783043516,2.908149204893528,2.972138652752977,2.0943167908549443,150,11.51897808710734,11.301465333302815,11.903676821390787
10,BASELINE,0.5700943133626001,0.10470075196543037,0.5101838892454067,0.7787041099915619,0.2502081065082008,0,10.526885032653809,10.526885032653809,0.0
11,EVO_ONLY,2.661612599266377,0.45005571053511867,2.8385580212107415,2.976692530989647,0.8155640468627599,141,10.584499346415202,10.584499346415202,0.0
11,LEARN_ONLY,1.5724314311306884,1.0566640566713366,1.4006195478406667,2.968421475018747,0.17083030863266785,65,11.330882975260417,10.959873587290446,7.177327702641487
11,EVO_LEARN,2.5967523437565703,0.5494744128221626,2.839307162427763,2.9760634518468168,0.5676333277058893,131,11.550608329772949,11.26359676361084,11.631051868597666
11,BASELINE,0.5515249696921364,0.1072189313527173,0.49733220613877094,0.780270390635536,0.2605586544592521,0,10.526885032653809,10.526885032653809,0.0
12,EVO_ONLY,2.744144536099358,0.47989498445968526,2.9183269335251043,2.976956538558006,0.31470804201989355,144,10.534648691813151,10.534648691813151,0.0
12,LEARN_ONLY,1.5867506432086054,1.1057717693727978,0.7565556396859894,2.973574987820606,0.22773996085685216,69,11.332949886322021,10.991499423980713,7.091046919425328
12,EVO_LEARN,2.7578893395013284,0.43615511067583407,2.875575707204475,2.9756843253297736,0.426407796821811,145,11.49805580774943,11.28429474512736,11.490478054682415
12,BASELINE,0.523418292605629,0.0872548760020034,0.4949999999999995,0.7730277710230906,0.3015212738464644,0,10.526885032653809,10.526885032653809,0.0
13,EVO_ONLY,2.7915268877078416,0.3000489273221652,2.8670502960555746,2.9769962331056594,0.5458683844655752,148,10.606278209686279,10.606278209686279,0.0
13,LEARN_ONLY,1.6945173533212072,1.1263218382335456,2.0067248582936013,2.97525454492569,0.2505239383567352,78,11.28478526433309,11.02048246383667,7.55925536553065
13,EVO_LEARN,2.8530154770675753,0.2308614324481956,2.914938787718634,2.962949547835149,0.5482014380767939,149,11.667904561360677,11.300580107371012,11.900037664572398
13,BASELINE,0.5496394797026156,0.11725561112090448,0.49642425886018055,0.7618245971918803,0.22833202020855717,0,10.526885032653809,10.526885032653809,0.0
14,EVO_ONLY,2.7380654431364766,0.2298467266869938,2.8065480374104372,2.9761899990558622,1.9134133032742395,150,10.661931419372559,10.661931419372559,0.0
14,LEARN_ONLY,1.8692327846205967,0.9934892235920069,2.3591270481127533,2.9753273423365494,0.37238041200808114,98,11.241372152964274,11.054651222229005,8.180741906960804
14,EVO_LEARN,2.7757654186621115,0.19516285753142557,2.813327969673278,2.9769139458469827,1.8566736162942925,150,11.64113967259725,11.304356873830159,11.9398224067688
14,BASELINE,0.5653260483806577,0.11259422417432681,0.5238457975742752,0.7765876838891266,0.20869553831889184,0,10.526885032653809,10.526885032653809,0.0
15,EVO_ONLY,2.661430840910387,0.4728737855000257,2.8101724689843994,2.976445523929596,0.4651112827387723,145,10.691495863596598,10.691495863596598,0.0
15,LEARN_ONLY,1.6130060960112365,1.0831021068095827,1.4941237520949167,2.975390182685852,0.24595006408968834,73,11.355031782786051,10.969726263682048,7.161935871442159
15,EVO_LEARN,2.7526277188600337,0.25296317593890827,2.8437812928576287,2.9759639293669955,0.7308736160564091,149,11.683284250895182,11.304896291097005,11.750122324625652
15,BASELINE,0.578254614903651,0.10931550861610466,0.5623319567969368,0.7549407629168449,0.28163085155368595,0,10.526885032653809,10.526885032653809,0.0
16,EVO_ONLY,2.8354231701511,0.13028948365756593,2.8683073366016263,2.9768273460973824,2.375292358306971,150,10.82463815053304,10.82463815053304,0.0
16,LEARN_ONLY,1.7621057231143387,1.0920594456398434,2.2822498417837593,2.9768853772878647,0.3072404569387436,82,11.308686695098878,11.017765401204427,7.855543441375096
16,EVO_LEARN,2.8211275803031834,0.299619156922417,2.914559193930545,2.9757317092371895,0.3309715491682292,148,11.821118030548096,11.293047364552816,11.731780065695444
