generation,condition,mean_fitness,std_fitness,median_fitness,max_fitness,min_fitness,n_alive_at_end,mean_birth_weight_norm,mean_death_weight_norm,mean_weight_delta_frobenius,mean_eta,std_eta,min_eta,max_eta,eta_fit_corr,mean_eta_top10,mean_eta_bot10,eta_top_bot_gap
0,EVO_ONLY,1.6972365383653627,1.097678230986827,2.228064334637317,2.9528226595633384,0.18522335642552207,72,11.310427462259929,11.310427462259929,0.0,0.04981866193314393,0.0016606249064326335,0.04587719216942787,0.05354250594973564,0.18172202175673177,0.05025109002987544,0.04990273167689641,0.00034835835297902795
0,LEARN_ONLY,1.741170977420436,1.0430054810534986,2.128361376601429,2.965861898699958,0.28050991818571275,72,11.21457103729248,10.971015535990396,7.294544787208239,0.04988047078251839,0.0020141495157259513,0.04502929002046585,0.054964132606983185,-0.06182697411109611,0.05043558925390244,0.04971235344807307,0.0007232358058293642
0,EVO_LEARN,1.476095939286101,1.0455918323515319,0.7435586403409196,2.966152460993253,0.23052580209855675,58,11.254654471079508,10.899080918629965,6.5739011379083,0.04988253449400266,0.0017614801756822363,0.04535235837101936,0.05465374141931534,-0.04701193996472283,0.04931395600239436,0.05008991584181786,-0.0007759598394234957
0,BASELINE,2.368812683156893,0.8277169045455889,2.7746019876823036,2.9522137312846737,0.35172162128146744,110,10.670106887817383,10.670106887817383,0.0,0.04869360849261284,0.0,0.04869360849261284,0.04869360849261284,0.0,0.04869360849261284,0.04869360849261284,0.0
1,EVO_ONLY,2.62292072696316,0.5264357012378742,2.7966496530724525,2.97523857088089,0.3363556158542633,138,11.329751555124918,11.329751555124918,0.0,0.0500574275602897,0.0017352500325346163,0.046372927725315094,0.05358046293258667,0.05399010824921043,0.050107856094837186,0.049729656676451364,0.0003781994183858217
1,LEARN_ONLY,1.6367212926882833,1.0696453657669915,1.8782700722824792,2.9693087264187805,0.2733905105668074,77,11.324919586181641,10.992217267354329,7.526281446218491,0.05012734671433767,0.0019025986879627594,0.044682957231998444,0.055336207151412964,-0.09188213441186023,0.050340470671653745,0.050206904858350755,0.0001335658133029896
1,EVO_LEARN,2.424290382573801,0.7950741001974693,2.7838433374958953,2.9756047130210237,0.2365455234401367,123,11.231047039031983,11.102950789133708,9.24007365544637,0.04975867869953315,0.0015543698950580811,0.046559982001781464,0.05318168178200722,-0.07082065625854447,0.05023327122131983,0.05005104492108027,0.000182226300239563
1,BASELINE,2.678021296904123,0.45188031920586713,2.816443432411101,2.970831364098123,0.38459057758251824,140,10.670106887817383,10.670106887817383,0.0,0.04869360849261284,0.0,0.04869360849261284,0.04869360849261284,0.0,0.04869360849261284,0.04869360849261284,0.0
2,EVO_ONLY,2.646909967294553,0.3635270316462876,2.7572472109769164,2.9734708302109594,0.33373574137687684,135,11.346395015716553,11.346395015716553,0.0,0.04996772448221842,0.0016281689933849645,0.04730939865112305,0.0536176934838295,0.0072361065685007464,0.04935827925801277,0.04987581099073092,-0.0005175317327181517
2,LEARN_ONLY,1.5906464863470182,1.0273813626424555,1.4997000164783831,2.9629789600867436,0.3797301466590293,66,11.383671938578289,10.99579839070638,7.294682267904282,0.049953892876704535,0.001776505982367382,0.04348568990826607,0.055402711033821106,0.07827004090079116,0.04984274382392565,0.049608193586270014,0.00023455023765563826
