generation,condition,mean_fitness,std_fitness,median_fitness,max_fitness,min_fitness,n_alive_at_end,mean_birth_weight_norm,mean_death_weight_norm,mean_weight_delta_frobenius,mean_eta,std_eta,min_eta,max_eta,eta_fit_corr,mean_eta_top10,mean_eta_bot10,eta_top_bot_gap
0,EVO_ONLY,1.4823861507125642,1.0179263645442467,0.7491950141898034,2.975062715332466,0.23196168113227608,56,11.23001885732015,11.23001885732015,0.0,0.050046248634656273,0.0018330540626078442,0.045168571174144745,0.05547866225242615,-0.00881615881493476,0.049829167872667314,0.05008498579263687,-0.00025581791996955733
0,LEARN_ONLY,1.547558111611253,1.0376695732538217,1.0300139989665145,2.9682328829303435,0.19068416090092996,65,11.29348524093628,10.913540541330974,6.692789684931437,0.05016722855468591,0.0020412279744916255,0.045447785407304764,0.05423352122306824,-0.0565682312910422,0.05083147982756297,0.049318440506855646,0.0015130393207073226
0,EVO_LEARN,1.4509822439729687,1.0214184135531401,0.7289139273177415,2.9627721265412554,0.2855808103084564,54,11.292531814575195,10.91850040435791,6.240017130772273,0.04989154410858949,0.0018365904568993531,0.04431302845478058,0.05426845699548721,0.04457805405638054,0.05008145943284035,0.04964585180083911,0.0004356076320012406
0,BASELINE,0.5405415229121884,0.11083864496986603,0.4949999999999995,0.7713115299009473,0.28103955541186443,0,11.22692584991455,11.22692584991455,0.0,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0
1,EVO_ONLY,2.333540058597257,0.83168175046298,2.6929224300852734,2.978656667096463,0.30219690710306163,107,11.238444900512695,11.238444900512695,0.0,0.04999917117257913,0.001691472142592562,0.0451594740152359,0.05338422209024429,0.10431922108378756,0.05035529260834058,0.04976717233657837,0.0005881202717622144
1,LEARN_ONLY,1.6216306717948836,1.0854106183488446,0.7647023371890693,2.975590416644331,0.3050815987586975,64,11.429874426523844,10.96062603632609,6.821739294528961,0.05015728967885176,0.0018061174533324528,0.04556618258357048,0.05486422777175903,0.04190444227051621,0.05033481369415919,0.05047278354565302,-0.00013796985149383545
1,EVO_LEARN,2.4473477138478015,0.7630911773329164,2.8013243188362695,2.9787181239229206,0.27764827140292003,103,11.27525541305542,11.046328506469727,8.665441225767136,0.04980424356957277,0.0018724774751507276,0.045958083122968674,0.05425048619508743,0.0306427497442506,0.049609414239724474,0.04918884510795275,0.0004205691317717211
1,BASELINE,0.55768607341196,0.1277160950063961,0.4994926456572881,0.7673383317692203,0.19308392296010254,0,11.22692584991455,11.22692584991455,0.0,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0
2,EVO_ONLY,2.497462765514,0.7256846590115998,2.8267775008032014,2.9772787835234813,0.19916069864626457,119,11.241112829844157,11.241112829844157,0.0,0.05002602795759837,0.0014386517812346954,0.04620104283094406,0.05332690104842186,-0.08579788475448319,0.05064491977294286,0.050213930755853654,0.00043098901708920473
2,LEARN_ONLY,1.4726260560938136,1.0508098656623737,0.7555010386141581,2.973500398515672,0.19068394660061683,56,11.272280839284262,10.898632977803548,6.4417032883564636,0.050001810044050216,0.0017637127335373161,0.04526391997933388,0.054905861616134644,0.04725068140954122,0.05022109548250834,0.0496774045129617,0.0005436909695466369
2,EVO_LEARN,2.3912186185705773,0.8172034110238784,2.760948841716804,2.97814630056233,0.2955818295478821,107,11.371082019805907,11.070565872192383,8.63399421354135,0.04953880193332831,0.0017233367197416406,0.046052854508161545,0.054263800382614136,0.02632496268759435,0.04957348008950551,0.04968268424272537,-0.00010920415321986204
2,BASELINE,0.5534489483637549,0.11448022986378843,0.500567091133206,0.776078244889518,0.30219690710306163,0,11.22692584991455,11.22692584991455,0.0,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0
3,EVO_ONLY,2.4376414700544364,0.764105769447484,2.7787291238310594,2.978250098281386,0.3092910270004517,111,11.325210405985514,11.325210405985514,0.0,0.050228238155444464,0.001281565754599133,0.046647146344184875,0.05338238924741745,-0.024235238234964804,0.05037181749939919,0.05019108255704244,0.00018073494235675003
3,LEARN_ONLY,1.5757710336931068,1.082525697210251,0.7768276683818519,2.979149986988343,0.23640550106872976,58,11.370625801086426,10.930734443664551,6.467366333603859,0.04977770181993643,0.001861741557437888,0.0422019436955452,0.054038166999816895,-0.03285693085990716,0.04968119040131569,0.05011139214038849,-0.00043020173907280107
3,EVO_LEARN,2.456955117567683,0.7503113820143582,2.784882069385048,2.9776589562892912,0.2874541892543979,108,11.426322148640951,11.080487149556477,8.82560103058815,0.04961940663556258,0.0017577976913670597,0.04594893008470535,0.054270610213279724,0.039857233799125785,0.04889009694258372,0.04937377323706945,-0.0004836762944857298
3,BASELINE,0.5387242516138131,0.10422527241099455,0.4949999999999995,0.7695220613094135,0.29517245650291446,0,11.22692584991455,11.22692584991455,0.0,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0
4,EVO_ONLY,2.519234106879651,0.6253988604780685,2.7762466315132466,2.9743481120106763,0.3109743064641952,119,11.401617577870686,11.401617577870686,0.0,0.05024901824692885,0.0011850576604887592,0.04663538932800293,0.05341725796461105,-0.07011973621981624,0.04986868004004161,0.05053326115012169,-0.0006645811100800814
4,LEARN_ONLY,1.627235871570786,1.0462725678386735,1.8126933401532714,2.975298289232561,0.20702260056398458,69,11.305168266296386,10.925227063496907,6.650212820072968,0.05003854557871819,0.0020984602260474094,0.04314667358994484,0.05425404757261276,-0.044386541049289546,0.04989105984568596,0.049990241229534146,-9.918138384818614e-05
4,EVO_LEARN,2.4662352995199823,0.7461889914791303,2.791345020314459,2.97505680020262,0.2805651886464458,125,11.371357396443685,11.114616165161133,9.02318279782931,0.0492193799217542,0.0018377378517923364,0.0460534393787384,0.05429714173078537,0.04618746044602176,0.04853613177935282,0.04905024146040281,-0.0005141096810499859
4,BASELINE,0.5539675150948216,0.12264627309351955,0.4994946350195659,0.7704388965250332,0.22956674852948952,0,11.22692584991455,11.22692584991455,0.0,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0
5,EVO_ONLY,2.5112597286531475,0.6764272823990388,2.7939172842892868,2.9768524625994837,0.31494531588379737,131,11.294899311065674,11.294899311065674,0.0,0.05008676047126452,0.0012114780058042694,0.04812569171190262,0.0534244142472744,-0.10085171049036912,0.049944060792525606,0.05021283179521561,-0.000268771002690002
5,LEARN_ONLY,1.6614751475916913,1.0364707962448885,1.9268934374565563,2.978153034448624,0.19068416090092996,76,11.381135368347168,10.97428316752116,7.047891654173533,0.04993550089498361,0.0018532019487238907,0.04497716575860977,0.05479881539940834,0.003998398589849933,0.0498269426325957,0.05026092479626338,-0.000433982163667683
5,EVO_LEARN,2.585181360193093,0.5545510570967751,2.7913825616717394,2.978813350668759,0.3048026910424233,135,11.230865618387858,11.165720348358155,9.796330298980077,0.04865964318315188,0.0018561549625130823,0.04598907381296158,0.05423939228057861,0.10883844743083708,0.049097317705551785,0.04870296518007914,0.00039435252547264515
5,BASELINE,0.5316841450202282,0.11706140924506638,0.49499958610598455,0.7691914468169991,0.2145975854645074,0,11.22692584991455,11.22692584991455,0.0,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0,0.04808816313743591,0.04808816313743591,0.0
