generation,condition,mean_fitness,std_fitness,median_fitness,max_fitness,min_fitness,n_alive_at_end,mean_birth_weight_norm,mean_death_weight_norm,mean_weight_delta_frobenius,mean_eta,std_eta,min_eta,max_eta,eta_fit_corr,mean_eta_top10,mean_eta_bot10,eta_top_bot_gap
2,BASELINE,0.5708329541043414,0.1106713398004233,0.5391826566283392,0.7586520058930667,0.22095782079433768,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
3,EVO_ONLY,2.7173346493547523,0.3861696534442022,2.841170001002709,2.9765754971722957,0.36432975232601167,147,10.97815533320109,10.97815533320109,0.0,0.04935454718768597,0.0019905609412969884,0.04661936312913895,0.05479227378964424,0.10349576982682407,0.050238223870595296,0.04855748390158018,0.0016807399690151187
3,LEARN_ONLY,1.560100223038393,1.0817585380180597,0.7449614438002952,2.9740564040022033,0.24755243509497868,71,11.313846066792806,10.969695885976156,7.224937311808268,0.05008989565074444,0.0017815675440949134,0.04513177275657654,0.05587316304445267,-0.060194530045183166,0.049565842499335606,0.04998086293538411,-0.0004150204360485049
3,EVO_LEARN,2.63189681154586,0.5430888846673073,2.8149027269130857,2.976934951941621,0.31345660240855067,138,11.423278776804606,11.235098559061687,10.712400765816371,0.05036805033683777,0.0012851420811374875,0.04751318693161011,0.053786732256412506,-0.09910133194886807,0.04998401875297229,0.05051226168870926,-0.0005282429357369722
3,BASELINE,0.5406735569752761,0.09706134730852,0.49565429192350857,0.7370079538247892,0.2696563424170017,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
4,EVO_ONLY,2.5561984066640346,0.5316811100431507,2.809684648811551,2.9726430920190126,0.5472374461517278,127,10.867090771993002,10.867090771993002,0.0,0.049744273374478024,0.0020663000150589316,0.04667031019926071,0.05479511618614197,-0.029767267472202576,0.05054136837522189,0.05025424336393674,0.00028712501128515255
4,LEARN_ONLY,1.6854482774658486,1.0675049486155084,1.9768115862355065,2.9768091541528703,0.2707595577817068,77,11.245380058288575,10.969769458770752,7.473669768969218,0.04984958914419015,0.0016775957361343157,0.04540378600358963,0.053960733115673065,-0.008624593642667934,0.05012460028131803,0.050447024901707965,-0.0003224246203899356
4,EVO_LEARN,2.661308993969263,0.4505172962072126,2.8255637957243858,2.9762116882324223,0.5160524654630575,127,11.42136870066325,11.23629275639852,10.682052614688873,0.050163415720065434,0.0012837618127615818,0.04762084037065506,0.05381613224744797,0.09756211138548977,0.049793018400669097,0.049658238887786865,0.00013477951288223128
4,BASELINE,0.554049108715183,0.1102132012968479,0.5068316936431319,0.7447274083267145,0.24357856117317508,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
5,EVO_ONLY,2.7779406753615854,0.2535085276091898,2.824064966439204,2.9775976531385773,0.5306161674526001,148,10.686302897135416,10.686302897135416,0.0,0.04984496494134267,0.002442776083773465,0.04663167521357536,0.05303255841135979,0.15329495195301635,0.050354482233524324,0.049204032868146896,0.0011504493653774275
5,LEARN_ONLY,1.6554652755339054,1.0956648754695653,1.7582176044337392,2.975192167123463,0.27219151468930836,75,11.327246990203857,10.971838417053222,7.23606393635273,0.05022955022752285,0.0016286990177412366,0.04592592641711235,0.05351005867123604,0.03733875819870118,0.05025889327128728,0.05081994980573654,-0.0005610565344492599
5,EVO_LEARN,2.7346997537869497,0.3770103241168082,2.8499774645938025,2.977519960026228,0.34836529782840175,146,11.405328890482584,11.282400595347086,11.239628093242645,0.05005108540256818,0.0013313692675876487,0.04767977446317673,0.053786732256412506,0.011230616235894109,0.04970414464672406,0.05016675641139348,-0.0004626117646694197
5,BASELINE,0.5142934285905565,0.10910426390875953,0.4949999999999995,0.7781662104673506,0.21204089197819112,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
6,EVO_ONLY,2.7541716615727543,0.4648277833807512,2.890579994468985,2.978218156933784,0.32141328200697894,145,10.797840092976887,10.797840092976887,0.0,0.05024855318168799,0.002422294352018233,0.046646423637866974,0.053060829639434814,-0.140155062153201,0.04978792940576871,0.05035662204027176,-0.0005686926345030499
6,LEARN_ONLY,1.87728743979878,1.120673962438793,2.630769335957715,2.974244566869736,0.34735712056358653,89,11.257860113779703,10.989713357289633,7.965743991136551,0.04996051172415415,0.0019041323760063606,0.04512115195393562,0.05458995699882507,0.12411624075339647,0.050488452116648354,0.05022605086366336,0.00026240125298499645
6,EVO_LEARN,2.817461760911233,0.2616839435981574,2.9080778679517874,2.975443871927262,0.8347945291911627,149,11.413481775919596,11.272717831929524,11.281916023095448,0.049853952626387275,0.0012788746926368129,0.04767453670501709,0.05361616611480713,0.04302686676574885,0.050277950863043465,0.04945095653335253,0.0008269943296909318
6,BASELINE,0.5444341924560294,0.11151732603685266,0.4996634245921563,0.7618245971918803,0.16621026381007628,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
7,EVO_ONLY,2.6796038074981774,0.4186667776424244,2.8053231566619443,2.9735475169199743,0.242034633678591,147,10.722531089782715,10.722531089782715,0.0,0.0502755984167258,0.0022331908995081354,0.04660701006650925,0.05306849628686905,-0.021200199439492664,0.04973702157537142,0.05032360131541888,-0.0005865797400474576
7,LEARN_ONLY,1.7637274370926859,1.0587139751609815,2.1712535602834655,2.973418291524981,0.3047326395487597,83,11.370763301849365,11.007946866353352,7.417248155524334,0.049930656080444655,0.001896954446410995,0.04533904790878296,0.05503103882074356,0.026096617941339165,0.05007360006372134,0.050027286261320116,4.631380240122107e-05
7,EVO_LEARN,2.712500543177626,0.42530639729217085,2.8572496670123853,2.975154852066795,0.5859079563233062,145,11.55580244700114,11.26875809987386,11.454704647858938,0.050209926764170326,0.0015667486462961756,0.047666035592556,0.05363437533378601,0.03542563518366067,0.05049583638707797,0.04971527755260467,0.0007805588344732967
7,BASELINE,0.5517989455469917,0.1094817813767852,0.5166472031056499,0.7621031560670326,0.25982443891294954,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
8,EVO_ONLY,2.7812805492819628,0.3123344991971418,2.8605732759953946,2.974148470668551,0.44942305963175994,148,10.58146816889445,10.58146816889445,0.0,0.04971395415564378,0.0021668188163186963,0.04657706245779991,0.05297478288412094,-0.08637081899674237,0.04929097642501195,0.049273375421762466,1.760100324948305e-05
8,LEARN_ONLY,1.6319358800524117,1.0871134143920707,1.689365631175982,2.974404700810398,0.2328409743212333,76,11.277226753234864,10.995144386291503,7.305251862605413,0.04993383047481378,0.0019833274979547937,0.04487648978829384,0.05529947578907013,0.012847435333042717,0.04990338906645775,0.05079532464345296,-0.000891935576995212
8,EVO_LEARN,2.736998464705633,0.42323951661862047,2.884507410427405,2.9723305211804814,0.5482055800616703,144,11.48651714960734,11.276462917327882,11.52840388615926,0.050472254678606984,0.0015759266878256199,0.04766217991709709,0.05366065353155136,-0.04640019215628539,0.0499420906106631,0.050702669223149616,-0.0007605786124865177
8,BASELINE,0.5655810201151902,0.10376808939559681,0.5468295427537386,0.7714132228468953,0.269341749536357,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
9,EVO_ONLY,2.785275371776753,0.2915618512388496,2.8765681219544157,2.9690448982375983,0.7452479192412284,148,10.594092871348064,10.594092871348064,0.0,0.049460961918036145,0.0020069234662976345,0.046560972929000854,0.05299355089664459,-0.0621859047202805,0.049641945958137514,0.04968625158071518,-4.430562257766446e-05
9,LEARN_ONLY,1.6616002623993948,1.0991726556360466,1.666770159272394,2.9680969695627812,0.21748860435276762,75,11.284141775767008,10.980068658192952,7.168260625998179,0.050016669109463695,0.001952669677403963,0.04453692585229874,0.05585296079516411,0.017184539879342327,0.04992703894774119,0.050390583276748654,-0.0004635443290074634
9,EVO_LEARN,2.7978309641531314,0.2777080655859689,2.8663939772133578,2.971703902722432,0.7790299336874725,148,11.52044319152832,11.294219557444254,11.917150078614553,0.05032372852166494,0.001527511523988978,0.04769991710782051,0.05360123887658119,-0.0035324357142006613,0.04985748107234637,0.05040304884314537,-0.0005455677707990048
9,BASELINE,0.5300414107726544,0.10278688159862787,0.4949999999999995,0.7712163125084285,0.22411374780588253,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
10,EVO_ONLY,2.825629917857058,0.2627015396776356,2.8871549272268386,2.9740452187955846,0.14586779832403415,149,10.584920698801676,10.584920698801676,0.0,0.04960875565807025,0.002091419794656679,0.046633291989564896,0.05297374725341797,0.13695415198157476,0.04914360096057256,0.04909057542681694,5.3025533755621246e-05
10,LEARN_ONLY,1.7185938681430821,1.116065924933178,2.054776550102128,2.97185756268418,0.22833202020855717,81,11.165993111928303,10.980109786987304,7.716524900992711,0.0501271270463864,0.0019118172928287262,0.04533591866493225,0.05592444911599159,-0.09241637316062336,0.04996668721238772,0.050759125500917435,-0.0007924382885297135
10,EVO_LEARN,2.852801682617114,0.14117209783043516,2.908149204893528,2.972138652752977,2.0943167908549443,150,11.51897808710734,11.301465333302815,11.903676821390787,0.05009010111292203,0.0010791763771279795,0.04768403619527817,0.05362735688686371,0.006634202363511211,0.050068826973438264,0.0501518872876962,-8.306031425793503e-05
10,BASELINE,0.5700943133626001,0.10470075196543037,0.5101838892454067,0.7787041099915619,0.2502081065082008,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
11,EVO_ONLY,2.661612599266377,0.45005571053511867,2.8385580212107415,2.976692530989647,0.8155640468627599,141,10.584499346415202,10.584499346415202,0.0,0.04957166922589143,0.0020820643727825945,0.04657986760139465,0.05296934396028519,0.05460093878271338,0.04989176963766416,0.049202211449543634,0.0006895581881205259
11,LEARN_ONLY,1.5724314311306884,1.0566640566713366,1.4006195478406667,2.968421475018747,0.17083030863266785,65,11.330882975260417,10.959873587290446,7.177327702641487,0.05002981302638849,0.001798250803417443,0.0460360050201416,0.05399230867624283,-0.011155507045081501,0.05000814199447632,0.050037068873643877,-2.8926879167556763e-05
11,EVO_LEARN,2.5967523437565703,0.5494744128221626,2.839307162427763,2.9760634518468168,0.5676333277058893,131,11.550608329772949,11.26359676361084,11.631051868597666,0.0500978896766901,0.0010604231123528586,0.04767049103975296,0.053527794778347015,-0.12390932633233369,0.050301890820264816,0.05027260656158129,2.9284258683523468e-05
11,BASELINE,0.5515249696921364,0.1072189313527173,0.49733220613877094,0.780270390635536,0.2605586544592521,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
12,EVO_ONLY,2.744144536099358,0.47989498445968526,2.9183269335251043,2.976956538558006,0.31470804201989355,144,10.534648691813151,10.534648691813151,0.0,0.04996425653497378,0.0018791929476025362,0.046607233583927155,0.052968829870224,0.03454828641546121,0.04997952654957771,0.050082956254482267,-0.0001034297049045535
12,LEARN_ONLY,1.5867506432086054,1.1057717693727978,0.7565556396859894,2.973574987820606,0.22773996085685216,69,11.332949886322021,10.991499423980713,7.091046919425328,0.05000433626274268,0.0018938074076202084,0.04586857557296753,0.05560234189033508,0.04153616773893609,0.049863118181626004,0.050127143412828444,-0.0002640252312024402
12,EVO_LEARN,2.7578893395013284,0.43615511067583407,2.875575707204475,2.9756843253297736,0.426407796821811,145,11.49805580774943,11.28429474512736,11.490478054682415,0.05029735373953978,0.0011443125006019704,0.04861261323094368,0.053370967507362366,0.03900138057466483,0.04963875710964203,0.05018947844703992,-0.0005507213373978914
12,BASELINE,0.523418292605629,0.0872548760020034,0.4949999999999995,0.7730277710230906,0.3015212738464644,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
13,EVO_ONLY,2.7915268877078416,0.3000489273221652,2.8670502960555746,2.9769962331056594,0.5458683844655752,148,10.606278209686279,10.606278209686279,0.0,0.049805273115634915,0.0019137979264164952,0.04665587097406387,0.05301995575428009,-0.19625363979483157,0.050614130000273386,0.05065963019927343,-4.550019900004254e-05
13,LEARN_ONLY,1.6945173533212072,1.1263218382335456,2.0067248582936013,2.97525454492569,0.2505239383567352,78,11.28478526433309,11.02048246383667,7.55925536553065,0.04983802057802677,0.001888802757186693,0.04463038593530655,0.05456247180700302,0.13460588753912206,0.04964984729886055,0.04931490793824196,0.0003349393606185899
13,EVO_LEARN,2.8530154770675753,0.2308614324481956,2.914938787718634,2.962949547835149,0.5482014380767939,149,11.667904561360677,11.300580107371012,11.900037664572398,0.049715137283007305,0.0008217640526337324,0.048514366149902344,0.05336388945579529,-0.04101876998011648,0.0498247891664505,0.04965168461203575,0.00017310455441475053
13,BASELINE,0.5496394797026156,0.11725561112090448,0.49642425886018055,0.7618245971918803,0.22833202020855717,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
14,EVO_ONLY,2.7380654431364766,0.2298467266869938,2.8065480374104372,2.9761899990558622,1.9134133032742395,150,10.661931419372559,10.661931419372559,0.0,0.0500220629076163,0.0021887422092125124,0.046629272401332855,0.05306658148765564,0.03813150799880106,0.048958460241556166,0.04952076201637586,-0.0005623017748196957
14,LEARN_ONLY,1.8692327846205967,0.9934892235920069,2.3591270481127533,2.9753273423365494,0.37238041200808114,98,11.241372152964274,11.054651222229005,8.180741906960804,0.05011459584037463,0.001948661647467763,0.04470309615135193,0.05425737053155899,-0.02131875639930451,0.04961113805572192,0.04977084795633952,-0.00015970990061760226
14,EVO_LEARN,2.7757654186621115,0.19516285753142557,2.813327969673278,2.9769139458469827,1.8566736162942925,150,11.64113967259725,11.304356873830159,11.9398224067688,0.049723880266149836,0.000748189075815972,0.048436861485242844,0.053318239748477936,-0.012500707006707338,0.04952905774116516,0.04966302216053009,-0.00013396441936493197
14,BASELINE,0.5653260483806577,0.11259422417432681,0.5238457975742752,0.7765876838891266,0.20869553831889184,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
15,EVO_ONLY,2.661430840910387,0.4728737855000257,2.8101724689843994,2.976445523929596,0.4651112827387723,145,10.691495863596598,10.691495863596598,0.0,0.04963129167755445,0.0022064123658869813,0.046544335782527924,0.053060758858919144,-0.08000121349727292,0.05010598475734393,0.050204191356897354,-9.820659955342426e-05
15,LEARN_ONLY,1.6130060960112365,1.0831021068095827,1.4941237520949167,2.975390182685852,0.24595006408968834,73,11.355031782786051,10.969726263682048,7.161935871442159,0.04990279947717984,0.0018246174496786883,0.04584275186061859,0.054743796586990356,-0.014053903033768439,0.04963042289018631,0.050068772832552594,-0.00043834994236628677
15,EVO_LEARN,2.7526277188600337,0.25296317593890827,2.8437812928576287,2.9759639293669955,0.7308736160564091,149,11.683284250895182,11.304896291097005,11.750122324625652,0.04957026866575082,0.0006676184508843446,0.04847890883684158,0.0510084368288517,0.02580240395160217,0.04912450859944026,0.04948619231581688,-0.0003616837163766193
15,BASELINE,0.578254614903651,0.10931550861610466,0.5623319567969368,0.7549407629168449,0.28163085155368595,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
16,EVO_ONLY,2.8354231701511,0.13028948365756593,2.8683073366016263,2.9768273460973824,2.375292358306971,150,10.82463815053304,10.82463815053304,0.0,0.04963127464056015,0.0025524480284024736,0.04655636474490166,0.05309298634529114,0.0020297026499551413,0.05006186837951342,0.049439606815576555,0.0006222615639368684
16,LEARN_ONLY,1.7621057231143387,1.0920594456398434,2.2822498417837593,2.9768853772878647,0.3072404569387436,82,11.308686695098878,11.017765401204427,7.855543441375096,0.049976021076242126,0.0019222668192946672,0.0439249724149704,0.054153695702552795,0.08991713693565165,0.050969568888346355,0.0496511975924174,0.0013183712959289537
16,EVO_LEARN,2.8211275803031834,0.299619156922417,2.914559193930545,2.9757317092371895,0.3309715491682292,148,11.821118030548096,11.293047364552816,11.731780065695444,0.04930633497734865,0.0006547124060534363,0.048411983996629715,0.050981305539608,-0.1139621572710296,0.04920193130771319,0.04940006037553151,-0.00019812906781831868
16,BASELINE,0.5426577351203367,0.11083404706960222,0.4949999999999995,0.7630876860811356,0.22586400836861387,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
17,EVO_ONLY,2.5618073155259466,0.6089971592774177,2.8448709367221223,2.9765563894033433,0.20750039835673723,136,10.85285104751587,10.85285104751587,0.0,0.04982592890659968,0.002717400951670863,0.046570077538490295,0.053130555897951126,-0.07467928017373533,0.04931361824274063,0.05004716962575913,-0.0007335513830184978
17,LEARN_ONLY,1.6613631191311966,1.0700961561061313,1.888694411199627,2.972810239028931,0.3720254709501221,72,11.22322224299113,10.975325616200765,7.171922816038132,0.04983282414575418,0.0020538171727624236,0.04533378779888153,0.05533886328339577,-0.0755169111807452,0.049277721593777336,0.050743683924277624,-0.001465962330500288
17,EVO_LEARN,2.575610877838283,0.6444978305150741,2.8736034474750207,2.977450657757463,0.37913634759481746,131,11.893258018493652,11.25843365987142,11.186219143867493,0.04919982947409153,0.0005116100700593113,0.04847443848848343,0.05071699619293213,-0.05334733474063496,0.04921861812472343,0.049207410464684166,1.1207660039265488e-05
17,BASELINE,0.5722008766494432,0.11782648005182841,0.524815678674628,0.7672519498342243,0.20370955161242207,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
18,EVO_ONLY,2.6373374183828435,0.5107588955791927,2.809989079043435,2.9778082337379455,0.3594353089067671,143,10.808817354838054,10.808817354838054,0.0,0.049382690464456876,0.002713602834149739,0.04657111316919327,0.05308997631072998,-0.0961066274809205,0.0494233804444472,0.05016791994373004,-0.0007445394992828397
18,LEARN_ONLY,1.698740393863321,1.1061589439462078,2.152173827649431,2.977671298623085,0.20711022902059112,79,11.336328468322755,10.958462263743083,7.243781453768412,0.050057699953516326,0.001595977536524631,0.04602447897195816,0.05425764620304108,-0.0035759761830000372,0.050272027403116225,0.04977621585130691,0.0004958115518093123
18,EVO_LEARN,2.6430963079588294,0.5912867237420038,2.8378895474681975,2.9777919669151305,0.42872682776302085,139,11.881161352793375,11.275455544789633,11.254348665078481,0.04916143923997879,0.0003047248757353426,0.0484650656580925,0.05051418021321297,-0.01623691087631478,0.04923410067955653,0.04910893018047015,0.00012517049908638417
18,BASELINE,0.5312228291554795,0.10257922974634898,0.4949999999999995,0.7605108333254443,0.21656529667151103,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
19,EVO_ONLY,2.7347792261939854,0.2393267844001127,2.797206971914582,2.976253989291191,1.8196447130706515,150,10.824363861083985,10.824363861083985,0.0,0.049450179040431974,0.0027551563871423255,0.04652327671647072,0.053069278597831726,-0.06315072641515532,0.049095276991526285,0.04949287474155426,-0.00039759775002797676
19,LEARN_ONLY,1.638490024173217,1.1066470904621555,1.6517857443714883,2.9757615069191736,0.29889210214217504,76,11.340583922068278,10.97338918685913,7.424405111074448,0.050005438302954036,0.0019139695598410186,0.045368462800979614,0.05482935160398483,-0.08346385586949197,0.05036572838823001,0.05022199377417565,0.00014373461405436244
19,EVO_LEARN,2.669175637208071,0.3676533579118817,2.7888840475296943,2.976685105443001,0.7025698098578413,148,11.856393305460612,11.305497188568115,11.767181032498678,0.0491562307626009,0.0003349050713322872,0.048419028520584106,0.05054065212607384,0.08767745474805763,0.04888801798224449,0.04900376622875532,-0.00011574824651082449
19,BASELINE,0.5353451754110043,0.11016218549905823,0.4949999999999995,0.7730277710230906,0.23162107296991172,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
20,EVO_ONLY,2.791139635433869,0.2721978565990718,2.8836969122779683,2.9762683863162995,0.46538203778292125,149,10.804272727966309,10.804272727966309,0.0,0.04921041195591291,0.002783788895397104,0.04651408642530441,0.05310238152742386,0.10990086312855697,0.04965665092070897,0.04840168505907059,0.0012549658616383824
20,LEARN_ONLY,1.7091309507272194,1.1021281569758055,1.9318489675166497,2.974553140086681,0.22614087729881333,77,11.287551898956298,10.95384703318278,7.252901482582092,0.050000960404674215,0.0017422487440000012,0.04504988342523575,0.05406763777136803,-0.08926853905643575,0.04969054386019707,0.05075733065605163,-0.001066786795854563
20,EVO_LEARN,2.797948404426966,0.24335925107190237,2.8818169871207306,2.977713299870491,0.7610420792540044,149,11.900464064280191,11.29555514017741,11.503165885607402,0.049085962151487667,0.0004432513445780847,0.048366885632276535,0.05067649483680725,0.0785640153194349,0.0490810438990593,0.04900885224342346,7.219165563583652e-05
20,BASELINE,0.5441178447778666,0.11472907543980546,0.4949999999999995,0.7674674328972375,0.20799802336505988,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
21,EVO_ONLY,2.7055261480423938,0.34798246801286953,2.7989894073698887,2.9740290754989873,0.3709187588095665,148,10.865082308451335,10.865082308451335,0.0,0.049593315000335376,0.002939096640206996,0.04650520533323288,0.05305676907300949,-0.08024635001894163,0.04896092042326927,0.04928379207849502,-0.000322871655225751
21,LEARN_ONLY,1.7018743087123875,1.0737003872963298,2.101092356394778,2.965071350318464,0.20969666791232552,81,11.344210694630942,10.995167204538982,7.490045969684918,0.04993971799810727,0.001867798850305386,0.04452277719974518,0.05472993478178978,-0.04801479299825367,0.05031488488117854,0.05046104242404302,-0.00014615754286448346
21,EVO_LEARN,2.737983551450034,0.33279762435180504,2.8241770249258553,2.9729331914832464,0.548317976643314,148,11.891012948354085,11.305999412536622,11.800922050476075,0.049178391595681506,0.00042715067994281993,0.04838822782039642,0.05047297105193138,0.1355262730842405,0.049116567522287366,0.049099468439817426,1.7099082469940186e-05
21,BASELINE,0.54846674312482,0.09708317901801743,0.49833112015060566,0.7710137728918772,0.2835294123411532,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
22,EVO_ONLY,2.7367705601823213,0.29434707487696565,2.7823101825599865,2.9775132639385413,0.35458452212469027,145,10.837279224395752,10.837279224395752,0.0,0.049075622508923215,0.0028724229761289133,0.04653758555650711,0.053056500852108,-0.008554404075505563,0.048623066892226535,0.04917193154493968,-0.0005488646527131436
22,LEARN_ONLY,1.7618783875060247,1.0794549358885357,2.3110486499899126,2.9776468908786775,0.2532498684963902,81,11.286133092244466,10.982727667490641,7.615392810106277,0.050074637110034625,0.0018336502229693674,0.04345102608203888,0.05496739596128464,-0.15376266950983672,0.05013489276170731,0.05086385806401571,-0.0007289653023083986
22,EVO_LEARN,2.7757537154588277,0.28200532589786714,2.8565028572893403,2.976195196819306,0.4827888815909736,149,11.968548049926758,11.295445868174236,11.72958990573883,0.04913997647662958,0.00041265679629226185,0.04842577874660492,0.05049018934369087,-0.06162483516381614,0.049358342836300535,0.04926541397968928,9.292885661125322e-05
22,BASELINE,0.55160408532721,0.09916944780191711,0.4949999999999995,0.7583651725747076,0.2624121428125925,0,10.526885032653809,10.526885032653809,0.0,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0,0.05155733600258827,0.05155733600258827,0.0
